ID,times,simu,emis,ssize,x0,N,s,h,u,v
35,40,0.95,27,30,0.5,100,0,0.5,0,0
35,50,1.0,30,30,0.5,100,0,0.5,0,0
35,60,1.0,30,30,0.5,100,0,0.5,0,0
35,70,1.0,30,30,0.5,100,0,0.5,0,0
35,80,1.0,30,30,0.5,100,0,0.5,0,0
35,90,1.0,30,30,0.5,100,0,0.5,0,0
36,0,0.5,16,30,0.5,100,0,0.5,0,0
36,10,0.62,19,30,0.5,100,0,0.5,0,0
36,20,0.68,18,30,0.5,100,0,0.5,0,0
36,30,0.58,11,30,0.5,100,0,0.5,0,0
36,40,0.82,25,30,0.5,100,0,0.5,0,0
36,50,0.69,24,30,0.5,100,0,0.5,0,0
36,60,0.6,20,30,0.5,100,0,0.5,0,0
36,70,0.74,24,30,0.5,100,0,0.5,0,0
36,80,0.71,24,30,0.5,100,0,0.5,0,0
36,90,0.74,24,30,0.5,100,0,0.5,0,0
37,0,0.5,14,30,0.5,100,0,0.5,0,0
37,10,0.3,8,30,0.5,100,0,0.5,0,0
37,20,0.13,5,30,0.5,100,0,0.5,0,0
37,30,0.18,8,30,0.5,100,0,0.5,0,0
37,40,0.08,2,30,0.5,100,0,0.5,0,0
37,50,0.06,1,30,0.5,100,0,0.5,0,0
37,60,0.03,1,30,0.5,100,0,0.5,0,0
37,70,0.0,0,30,0.5,100,0,0.5,0,0
37,80,0.0,0,30,0.5,100,0,0.5,0,0
37,90,0.0,0,30,0.5,100,0,0.5,0,0
38,0,0.5,13,30,0.5,100,0,0.5,0,0
38,10,0.57,17,30,0.5,100,0,0.5,0,0
38,20,0.7,17,30,0.5,100,0,0.5,0,0
38,30,0.62,18,30,0.5,100,0,0.5,0,0
38,40,0.36,13,30,0.5,100,0,0.5,0,0
38,50,0.46,17,30,0.5,100,0,0.5,0,0
38,60,0.32,8,30,0.5,100,0,0.5,0,0
38,70,0.24,11,30,0.5,100,0,0.5,0,0
38,80,0.29,6,30,0.5,100,0,0.5,0,0
38,90,0.35,8,30,0.5,100,0,0.5,0,0
39,0,0.5,14,30,0.5,100,0,0.5,0,0
39,10,0.69,23,30,0.5,100,0,0.5,0,0
39,20,0.72,23,30,0.5,100,0,0.5,0,0
39,30,0.7,21,30,0.5,100,0,0.5,0,0
39,40,0.81,23,30,0.5,100,0,0.5,0,0
39,50,0.92,28,30,0.5,100,0,0.5,0,0
39,60,0.87,26,30,0.5,100,0,0.5,0,0
39,70,0.9,28,30,0.5,100,0,0.5,0,0
39,80,0.68,25,30,0.5,100,0,0.5,0,0
39,90,0.72,24,30,0.5,100,0,0.5,0,0
40,0,0.5,11,30,0.5,100,0,0.5,0,0
40,10,0.21,4,30,0.5,100,0,0.5,0,0
40,20,0.31,11,30,0.5,100,0,0.5,0,0
40,30,0.26,7,30,0.5,100,0,0.5,0,0
40,40,0.14,4,30,0.5,100,0,0.5,0,0
40,50,0.17,8,30,0.5,100,0,0.5,0,0
40,60,0.24,6,30,0.5,100,0,0.5,0,0
40,70,0.3,6,30,0.5,100,0,0.5,0,0
40,80,0.4,14,30,0.5,100,0,0.5,0,0
40,90,0.42,13,30,0.5,100,0,0.5,0,0
41,0,0.5,14,30,0.5,100,0,0.5,0,0
41,10,0.45,12,30,0.5,100,0,0.5,0,0
41,20,0.82,28,30,0.5,100,0,0.5,0,0
41,30,0.79,22,30,0.5,100,0,0.5,0,0
41,40,0.93,28,30,0.5,100,0,0.5,0,0
41,50,0.98,29,30,0.5,100,0,0.5,0,0
41,60,1.0,30,30,0.5,100,0,0.5,0,0
41,70,1.0,30,30,0.5,100,0,0.5,0,0
41,80,1.0,30,30,0.5,100,0,0.5,0,0
41,90,1.0,30,30,0.5,100,0,0.5,0,0
42,0,0.5,22,30,0.5,100,0,0.5,0,0
42,10,0.69,20,30,0.5,100,0,0.5,0,0
42,20,0.81,26,30,0.5,100,0,0.5,0,0
42,30,0.69,25,30,0.5,100,0,0.5,0,0
42,40,0.82,26,30,0.5,100,0,0.5,0,0
42,50,0.86,25,30,0.5,100,0,0.5,0,0
42,60,0.86,23,30,0.5,100,0,0.5,0,0
42,70,0.52,15,30,0.5,100,0,0.5,0,0
42,80,0.68,23,30,0.5,100,0,0.5,0,0
42,90,0.78,25,30,0.5,100,0,0.5,0,0
43,0,0.5,12,30,0.5,100,0,0.5,0,0
43,10,0.71,17,30,0.5,100,0,0.5,0,0
43,20,0.66,23,30,0.5,100,0,0.5,0,0
43,30,0.78,23,30,0.5,100,0,0.5,0,0
43,40,0.75,21,30,0.5,100,0,0.5,0,0
43,50,0.96,30,30,0.5,100,0,0.5,0,0
43,60,0.93,28,30,0.5,100,0,0.5,0,0
43,70,1.0,30,30,0.5,100,0,0.5,0,0
43,80,1.0,30,30,0.5,100,0,0.5,0,0
43,90,1.0,30,30,0.5,100,0,0.5,0,0
44,0,0.5,10,30,0.5,100,0,0.5,0,0
44,10,0.44,13,30,0.5,100,0,0.5,0,0
44,20,0.49,20,30,0.5,100,0,0.5,0,0
44,30,0.45,12,30,0.5,100,0,0.5,0,0
44,40,0.56,17,30,0.5,100,0,0.5,0,0
44,50,0.33,10,30,0.5,100,0,0.5,0,0
44,60,0.33,12,30,0.5,100,0,0.5,0,0
44,70,0.08,2,30,0.5,100,0,0.5,0,0
44,80,0.05,1,30,0.5,100,0,0.5,0,0
44,90,0.01,0,30,0.5,100,0,0.5,0,0
45,0,0.5,12,30,0.5,100,0,0.5,0,0
45,10,0.75,24,30,0.5,100,0,0.5,0,0
45,20,0.93,28,30,0.5,100,0,0.5,0,0
45,30,0.97,30,30,0.5,100,0,0.5,0,0
45,40,1.0,30,30,0.5,100,0,0.5,0,0
45,50,1.0,30,30,0.5,100,0,0.5,0,0
45,60,1.0,30,30,0.5,100,0,0.5,0,0
45,70,1.0,30,30,0.5,100,0,0.5,0,0
45,80,1.0,30,30,0.5,100,0,0.5,0,0
45,90,1.0,30,30,0.5,100,0,0.5,0,0
46,0,0.5,13,30,0.5,100,0,0.5,0,0
46,10,0.46,12,30,0.5,100,0,0.5,0,0
46,20,0.52,14,30,0.5,100,0,0.5,0,0
46,30,0.74,23,30,0.5,100,0,0.5,0,0
46,40,0.79,25,30,0.5,100,0,0.5,0,0
46,50,0.64,24,30,0.5,100,0,0.5,0,0
46,60,0.69,23,30,0.5,100,0,0.5,0,0
46,70,0.82,27,30,0.5,100,0,0.5,0,0
46,80,0.83,27,30,0.5,100,0,0.5,0,0
46,90,0.95,30,30,0.5,100,0,0.5,0,0
47,0,0.5,13,30,0.5,100,0,0.5,0,0
47,10,0.44,8,30,0.5,100,0,0.5,0,0
47,20,0.25,8,30,0.5,100,0,0.5,0,0
47,30,0.12,4,30,0.5,100,0,0.5,0,0
47,40,0.07,5,30,0.5,100,0,0.5,0,0
47,50,0.0,0,30,0.5,100,0,0.5,0,0
47,60,0.0,0,30,0.5,100,0,0.5,0,0
47,70,0.0,0,30,0.5,100,0,0.5,0,0
47,80,0.0,0,30,0.5,100,0,0.5,0,0
47,90,0.0,0,30,0.5,100,0,0.5,0,0
48,0,0.5,16,30,0.5,100,0,0.5,0,0
48,10,0.26,15,30,0.5,100,0,0.5,0,0
48,20,0.27,10,30,0.5,100,0,0.5,0,0
48,30,0.23,6,30,0.5,100,0,0.5,0,0
48,40,0.3,7,30,0.5,100,0,0.5,0,0
48,50,0.51,17,30,0.5,100,0,0.5,0,0
48,60,0.65,19,30,0.5,100,0,0.5,0,0
48,70,0.65,19,30,0.5,100,0,0.5,0,0
48,80,0.58,17,30,0.5,100,0,0.5,0,0
48,90,0.61,14,30,0.5,100,0,0.5,0,0
49,0,0.5,13,30,0.5,100,0,0.5,0,0
49,10,0.85,25,30,0.5,100,0,0.5,0,0
49,20,0.85,22,30,0.5,100,0,0.5,0,0
49,30,0.97,29,30,0.5,100,0,0.5,0,0
49,40,1.0,30,30,0.5,100,0,0.5,0,0
49,50,1.0,30,30,0.5,100,0,0.5,0,0
49,60,1.0,30,30,0.5,100,0,0.5,0,0
